step,episode,ret,len,true_success,classifier_success,interv_frac
46,0,1.0,46,1.0,1.0,0.8695652173913043
114,1,1.0,68,1.0,1.0,0.6617647058823529
167,2,1.0,53,1.0,1.0,0.7169811320754716
229,3,1.0,62,1.0,1.0,0.8064516129032258
289,4,1.0,60,1.0,1.0,0.75
372,5,1.0,83,1.0,1.0,0.6144578313253012
427,6,1.0,55,1.0,1.0,0.7272727272727273
464,7,1.0,37,1.0,1.0,0.8648648648648649
548,8,1.0,84,1.0,1.0,0.5
590,9,1.0,42,1.0,1.0,0.6904761904761905
635,10,1.0,45,1.0,1.0,0.7111111111111111
676,11,1.0,41,1.0,1.0,0.7804878048780488
736,12,1.0,60,1.0,1.0,0.5833333333333334
788,13,1.0,52,1.0,1.0,0.6730769230769231
830,14,1.0,42,1.0,1.0,0.7619047619047619
897,15,1.0,67,1.0,1.0,0.6268656716417911
953,16,1.0,56,1.0,1.0,0.6964285714285714
1014,17,1.0,61,1.0,1.0,0.5737704918032787
1056,18,1.0,42,1.0,1.0,0.8095238095238095
1118,19,1.0,62,1.0,1.0,0.532258064516129
1163,20,1.0,45,1.0,1.0,0.8222222222222222
1214,21,1.0,51,1.0,1.0,0.6274509803921569
1264,22,1.0,50,1.0,1.0,0.66
1318,23,1.0,54,1.0,1.0,0.6851851851851852
1374,24,1.0,56,0.0,1.0,0.6607142857142857
1426,25,1.0,52,1.0,1.0,0.6153846153846154
1479,26,1.0,53,1.0,1.0,0.6415094339622641
1526,27,1.0,47,1.0,1.0,0.6595744680851063
1646,28,0.0,120,0.0,0.0,0.825
1689,29,1.0,43,1.0,1.0,0.5348837209302325
1735,30,1.0,46,1.0,1.0,0.6304347826086957
1793,31,1.0,58,1.0,1.0,0.4827586206896552
1913,32,0.0,120,0.0,0.0,0.7333333333333333
1976,33,1.0,63,1.0,1.0,0.47619047619047616
2011,34,1.0,35,1.0,1.0,0.6
2124,35,1.0,113,0.0,1.0,0.49557522123893805
2184,36,1.0,60,1.0,1.0,0.5166666666666667
2223,37,1.0,39,0.0,1.0,0.6153846153846154
2343,38,0.0,120,0.0,0.0,0.26666666666666666
2390,39,1.0,47,0.0,1.0,0.5319148936170213
2510,40,0.0,120,0.0,0.0,0.24166666666666667
2549,41,1.0,39,1.0,1.0,0.4358974358974359
2604,42,1.0,55,0.0,1.0,0.3090909090909091
2662,43,1.0,58,0.0,1.0,0.43103448275862066
2697,44,1.0,35,1.0,1.0,0.6857142857142857
2817,45,0.0,120,0.0,0.0,0.4666666666666667
2855,46,1.0,38,1.0,1.0,0.6052631578947368
2975,47,0.0,120,0.0,0.0,0.4166666666666667
3050,48,1.0,75,1.0,1.0,0.44
3091,49,1.0,41,1.0,1.0,0.5121951219512195
3132,50,1.0,41,1.0,1.0,0.4878048780487805
3252,51,0.0,120,0.0,0.0,0.5833333333333334
3314,52,1.0,62,0.0,1.0,0.3870967741935484
3365,53,1.0,51,0.0,1.0,0.47058823529411764
3406,54,1.0,41,0.0,1.0,0.4146341463414634
3449,55,1.0,43,0.0,1.0,0.18604651162790697
3569,56,0.0,120,0.0,0.0,0.26666666666666666
3689,57,0.0,120,0.0,0.0,0.2
3723,58,1.0,34,1.0,1.0,0.7058823529411765
3843,59,0.0,120,0.0,0.0,0.26666666666666666
3963,60,0.0,120,0.0,0.0,0.45
4083,61,0.0,120,0.0,0.0,0.3333333333333333
4203,62,0.0,120,0.0,0.0,0.26666666666666666
4251,63,1.0,48,1.0,1.0,0.2916666666666667
4302,64,1.0,51,1.0,1.0,0.47058823529411764
4422,65,0.0,120,0.0,0.0,0.2
4542,66,0.0,120,0.0,0.0,0.4666666666666667
4581,67,1.0,39,1.0,1.0,0.5384615384615384
4701,68,0.0,120,0.0,0.0,0.06666666666666667
4745,69,1.0,44,1.0,1.0,0.3409090909090909
4865,70,0.0,120,0.0,0.0,0.2
4944,71,1.0,79,1.0,1.0,0.2911392405063291
4996,72,1.0,52,1.0,1.0,0.3269230769230769
5101,73,1.0,105,1.0,1.0,0.22857142857142856
5221,74,0.0,120,0.0,0.0,0.13333333333333333
5341,75,0.0,120,0.0,0.0,0.06666666666666667
5461,76,0.0,120,0.0,0.0,0.15
5505,77,1.0,44,1.0,1.0,0.18181818181818182
5625,78,0.0,120,0.0,0.0,0.0
5662,79,1.0,37,1.0,1.0,0.0
5763,80,1.0,101,0.0,1.0,0.38613861386138615
5808,81,1.0,45,1.0,1.0,0.35555555555555557
5882,82,1.0,74,1.0,1.0,0.32432432432432434
5915,83,1.0,33,1.0,1.0,0.0
5949,84,1.0,34,1.0,1.0,0.23529411764705882
6010,85,1.0,61,1.0,1.0,0.3770491803278688
6041,86,1.0,31,1.0,1.0,0.0
6086,87,1.0,45,0.0,1.0,0.0
6137,88,1.0,51,1.0,1.0,0.11764705882352941
6168,89,1.0,31,0.0,1.0,0.0
6236,90,1.0,68,1.0,1.0,0.11764705882352941
6265,91,1.0,29,1.0,1.0,0.27586206896551724
6310,92,1.0,45,1.0,1.0,0.35555555555555557
6343,93,1.0,33,1.0,1.0,0.24242424242424243
6382,94,1.0,39,1.0,1.0,0.1794871794871795
6461,95,1.0,79,1.0,1.0,0.2911392405063291
6497,96,1.0,36,1.0,1.0,0.19444444444444445
6545,97,1.0,48,1.0,1.0,0.25
6583,98,1.0,38,1.0,1.0,0.2631578947368421
6639,99,1.0,56,1.0,1.0,0.14285714285714285
6706,100,1.0,67,1.0,1.0,0.11940298507462686
6761,101,1.0,55,1.0,1.0,0.43636363636363634
6800,102,1.0,39,1.0,1.0,0.0
6839,103,1.0,39,1.0,1.0,0.0
6898,104,1.0,59,0.0,1.0,0.13559322033898305
6931,105,1.0,33,1.0,1.0,0.0
6961,106,1.0,30,1.0,1.0,0.26666666666666666
7057,107,1.0,96,1.0,1.0,0.5
7090,108,1.0,33,1.0,1.0,0.3939393939393939
7127,109,1.0,37,1.0,1.0,0.21621621621621623
7174,110,1.0,47,1.0,1.0,0.1702127659574468
7243,111,1.0,69,1.0,1.0,0.11594202898550725
