step,episode,ret,len,true_success,classifier_success,interv_frac
35,0,1.0,35,1.0,1.0,0.8571428571428571
82,1,1.0,47,1.0,1.0,0.723404255319149
123,2,1.0,41,1.0,1.0,0.8292682926829268
167,3,1.0,44,1.0,1.0,0.75
203,4,1.0,36,1.0,1.0,0.7777777777777778
250,5,1.0,47,1.0,1.0,0.6595744680851063
291,6,1.0,41,1.0,1.0,0.7804878048780488
331,7,1.0,40,1.0,1.0,0.775
372,8,1.0,41,1.0,1.0,0.6585365853658537
374,9,1.0,2,0.0,1.0,1.0
411,10,1.0,37,1.0,1.0,0.8648648648648649
482,11,1.0,71,1.0,1.0,0.6338028169014085
529,12,1.0,47,1.0,1.0,0.7872340425531915
587,13,1.0,58,1.0,1.0,0.6206896551724138
630,14,1.0,43,1.0,1.0,0.6046511627906976
666,15,1.0,36,1.0,1.0,0.8611111111111112
705,16,1.0,39,1.0,1.0,0.7948717948717948
825,17,0.0,120,0.0,0.0,0.7166666666666667
862,18,1.0,37,1.0,1.0,0.8648648648648649
895,19,1.0,33,1.0,1.0,0.9090909090909091
954,20,1.0,59,1.0,1.0,0.5423728813559322
999,21,1.0,45,1.0,1.0,0.7111111111111111
1059,22,1.0,60,1.0,1.0,0.5
1103,23,1.0,44,1.0,1.0,0.6363636363636364
1144,24,1.0,41,1.0,1.0,0.6829268292682927
1264,25,0.0,120,0.0,0.0,0.7083333333333334
1345,26,1.0,81,1.0,1.0,0.4567901234567901
1383,27,1.0,38,1.0,1.0,0.7368421052631579
1425,28,1.0,42,0.0,1.0,0.5952380952380952
1467,29,1.0,42,1.0,1.0,0.6904761904761905
1526,30,1.0,59,1.0,1.0,0.559322033898305
1599,31,1.0,73,0.0,1.0,0.3424657534246575
1642,32,1.0,43,0.0,1.0,0.7674418604651163
1683,33,1.0,41,1.0,1.0,0.7804878048780488
1736,34,1.0,53,1.0,1.0,0.5471698113207547
1799,35,1.0,63,1.0,1.0,0.5396825396825397
1853,36,1.0,54,1.0,1.0,0.48148148148148145
1913,37,1.0,60,1.0,1.0,0.43333333333333335
1958,38,1.0,45,0.0,1.0,0.7333333333333333
1991,39,1.0,33,1.0,1.0,0.7575757575757576
2079,40,1.0,88,1.0,1.0,0.4431818181818182
2134,41,1.0,55,1.0,1.0,0.41818181818181815
2188,42,1.0,54,1.0,1.0,0.5555555555555556
2240,43,1.0,52,1.0,1.0,0.4807692307692308
2360,44,0.0,120,0.0,0.0,0.5416666666666666
2394,45,1.0,34,1.0,1.0,0.8235294117647058
2474,46,1.0,80,0.0,1.0,0.4125
2542,47,1.0,68,1.0,1.0,0.5147058823529411
2662,48,0.0,120,0.0,0.0,0.26666666666666666
2754,49,1.0,92,1.0,1.0,0.2717391304347826
2874,50,0.0,120,0.0,0.0,0.26666666666666666
2994,51,0.0,120,0.0,0.0,0.24166666666666667
3114,52,0.0,120,0.0,0.0,0.6333333333333333
3234,53,0.0,120,0.0,0.0,0.14166666666666666
3354,54,0.0,120,0.0,0.0,0.5333333333333333
3433,55,1.0,79,1.0,1.0,0.45569620253164556
3503,56,1.0,70,1.0,1.0,0.4857142857142857
3577,57,1.0,74,1.0,1.0,0.33783783783783783
3630,58,1.0,53,0.0,1.0,0.5471698113207547
3732,59,1.0,102,1.0,1.0,0.1568627450980392
3804,60,1.0,72,0.0,1.0,0.3472222222222222
